id,text,created_at
1894940111281754134,@MikeZaccardi 😂,2025-02-27T02:38:23+00:00,original,0,1,4,0
1894794277927969185,@MikeZaccardi @awealthofcs True but we were like 15!,2025-02-26T16:58:54+00:00,original,0,1,2,0
1893022445101002828,@JayWoods3 @awealthofcs 💙💙💙,2025-02-21T19:38:16+00:00,original,0,0,1,0
1893022397000745333,@RyanDetrick @awealthofcs Thanks brother. 💙,2025-02-21T19:38:04+00:00,original,0,0,4,0
1893022346409136347,@NEIDERMYR @Downtown @briangbelski @Pixie_Poet 💙💙💙,2025-02-21T19:37:52+00:00,original,0,0,2,0
1889430369382047947,@buccocapital aged well,2025-02-11T21:44:38+00:00,original,0,0,10,0
1895201529667428741,@DaveNadig @TheCompoundNews @Downtown 🤓,2025-02-27T19:57:10+00:00,original,0,0,1,0
1895199108639662552,"@DaveNadig @TheCompoundNews @Downtown Will let the clickbait jab slide because I love you, but I agree. Sent this to a friend who asked. https://t.co/mzKixgLmXj",2025-02-27T19:47:33+00:00,original,0,1,1,0
1894940111281754134,@MikeZaccardi 😂,2025-02-27T02:38:23+00:00,original,0,1,4,0
1894794277927969185,@MikeZaccardi @awealthofcs True but we were like 15!,2025-02-26T16:58:54+00:00,original,0,1,2,0
1893022445101002828,@JayWoods3 @awealthofcs 💙💙💙,2025-02-21T19:38:16+00:00,original,0,0,1,0
1893022397000745333,@RyanDetrick @awealthofcs Thanks brother. 💙,2025-02-21T19:38:04+00:00,original,0,0,4,0
1893022346409136347,@NEIDERMYR @Downtown @briangbelski @Pixie_Poet 💙💙💙,2025-02-21T19:37:52+00:00,original,0,0,2,0
1895201529667428741,@DaveNadig @TheCompoundNews @Downtown 🤓,2025-02-27T19:57:10+00:00,original,0,0,1,0
1895199108639662552,"@DaveNadig @TheCompoundNews @Downtown Will let the clickbait jab slide because I love you, but I agree. Sent this to a friend who asked. https://t.co/mzKixgLmXj",2025-02-27T19:47:33+00:00,original,0,1,1,0
1894940111281754134,@MikeZaccardi 😂,2025-02-27T02:38:23+00:00,original,0,1,4,0
1894794277927969185,@MikeZaccardi @awealthofcs True but we were like 15!,2025-02-26T16:58:54+00:00,original,0,1,2,0
1893022445101002828,@JayWoods3 @awealthofcs 💙💙💙,2025-02-21T19:38:16+00:00,original,0,0,1,0
1893022397000745333,@RyanDetrick @awealthofcs Thanks brother. 💙,2025-02-21T19:38:04+00:00,original,0,0,4,0
1895201529667428741,@DaveNadig @TheCompoundNews @Downtown 🤓,2025-02-27T19:57:10+00:00,original,0,0,1,0
1895199108639662552,"@DaveNadig @TheCompoundNews @Downtown Will let the clickbait jab slide because I love you, but I agree. Sent this to a friend who asked. https://t.co/mzKixgLmXj",2025-02-27T19:47:33+00:00,original,0,1,1,0
1894940111281754134,@MikeZaccardi 😂,2025-02-27T02:38:23+00:00,original,0,1,4,0
1894794277927969185,@MikeZaccardi @awealthofcs True but we were like 15!,2025-02-26T16:58:54+00:00,original,0,1,2,0
1893022445101002828,@JayWoods3 @awealthofcs 💙💙💙,2025-02-21T19:38:16+00:00,original,0,0,1,0
